ID,TEAM,Team_Season,Season End,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,+/-,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,FTA RATE,FT Rate,OPP EFG%,OPP FTA RATE,OPP FT Rate,OPP TOV %,OPP REB %,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_+/-_Per_Game,Possessions,Plus Minus Per Possession,Shooting Factor,Crashing Factor,Protecting Factor,Attacking Factor,Residual W,Column 70
416,Chicago Bulls,Chicago Bulls2018,2018,82,27,55,0.329,3971,8440,3170,7285,43.5,906,2549,35.5,1194,1574,75.9,790,2872,3662,1923,1147,626,289,423,-577,60.7,1.68,25.6,76.7,50,14.1,49.7,52.9,98.65,0.216,0.163898421,54.2,0.233,0.183179724,13.6,23.3,41,86.8,47.2,12.1,32.7,37,15.9,20.2,78.7,8.4,37.2,45.7,25.9,13.6,7.2,5.2,3.5,7,8001.1776,-0.072114385,-4.5,102.3,0.5,-1.928130209,2.725068522,4.3
417,San Antonio Spurs,San Antonio Spurs2018,2018,82,47,35,0.573,3946,8424,3202,6999,45.7,696,1977,35.2,1324,1715,77.2,849,2777,3626,1868,1078,628,460,318,237,58.3,1.73,27.7,74.1,50.8,13.7,50.7,54.3,95.7,0.245,0.189169881,50.7,0.224,0.169632266,14.7,25.9,38.2,84.3,45.3,9.1,26.3,34.8,14.3,18.9,75.9,9.2,33.3,42.5,21.8,14.1,7.6,3.9,5.6,-2.9,7663.296,0.03092664,0,101.8,-1,1.953761569,-1.105039551,8.3
418,Dallas Mavericks,Dallas Mavericks2018,2018,82,24,58,0.293,3961,8390,3128,7042,44.4,967,2688,36,1167,1530,76.3,666,2717,3383,1858,1007,578,310,369,-249,59.4,1.85,22.4,74.9,47.8,12.7,51.3,54.4,96.53,0.217,0.165719966,53.2,0.255,0.193317422,14.1,25.1,39.3,83.8,46.9,10.7,29.4,36.3,16.2,21.4,75.7,8.8,36.9,45.8,23.5,13.7,7.2,4.5,3.8,3,7733.952,-0.0321957,-1.9,97.3,-1.4,-2.759745652,-8.526983725,2
419,Memphis Grizzlies,Memphis Grizzlies2018,2018,82,22,60,0.268,3941,8145,3013,6788,44.4,758,2152,35.2,1361,1732,78.6,779,2544,3323,1767,1227,613,396,421,-509,58.6,1.44,27.6,72.1,49.3,15.6,50,53.9,95.65,0.255,0.200500884,52.9,0.333,0.256537983,15.4,27.9,37.1,80.3,46.2,10.7,29,36.8,20.6,26.8,76.9,9.5,33,42.5,22.1,14.8,8.1,5.1,4.8,6.2,7678.1568,-0.066291952,-2.9,99.7,0.2,-5.603709865,-2.891848732,6.8
420,Sacramento Kings,Sacramento Kings2018,2018,82,27,55,0.329,3951,8104,3179,7063,45,738,1967,37.5,1008,1371,73.5,776,2578,3354,1768,1125,643,340,389,-573,55.6,1.57,26.4,73.1,48.9,14.3,50.2,52.9,95.5,0.194,0.14271556,54.2,0.26,0.199029126,14.9,26.9,38.7,82.4,47,11.9,31.5,37.7,16.4,21.5,76.5,9.1,34.7,43.8,23.6,14.3,7.8,4.7,4.1,7,7694.6304,-0.074467514,-4,99.5,-0.6,-5.631356625,4.000450355,5.1
421,Milwaukee Bucks,Milwaukee Bucks2019,2019,82,60,22,0.732,3956,9686,3555,7471,47.6,1105,3134,35.3,1471,1904,77.3,762,3316,4078,2136,1137,615,486,395,727,60.1,1.88,25,75.7,51.6,13.3,55,58.3,103.57,0.255,0.196894659,50.3,0.221,0.161497326,12.8,24.3,40.5,93.5,43.3,13.1,36.3,36.1,15.1,20.7,73.3,9.9,35.4,45.3,24.8,13.4,6.8,4.8,5.9,-8.9,8336.4096,0.087207807,4.7,100.7,0.5,3.539733315,-0.662747254,6.3
422,Golden State Warriors,Golden State Warriors2019,2019,82,57,25,0.695,3961,9650,3612,7361,49.1,1087,2824,38.5,1339,1672,80.1,797,2990,3787,2413,1169,625,525,295,530,66.8,2.06,25.7,72.7,50.5,13.9,56.5,59.6,101.73,0.227,0.181904633,50.8,0.266,0.205268935,13.2,27.3,40.4,91.1,44.4,11.6,33.6,34.7,18.7,24.2,77.3,10.8,33.5,44.3,24.3,13.5,7.7,3.6,6.4,-6.5,8129.9328,0.065191191,5.7,98.4,0.7,-2.336430271,0.785893507,6.2
423,New Orleans Pelicans,New Orleans Pelicans2019,2019,82,33,49,0.402,3951,9466,3581,7563,47.3,842,2449,34.4,1462,1921,76.1,909,2969,3878,2216,1215,610,441,445,-109,61.9,1.82,28.5,72.9,50.9,14.2,52.9,56.3,103.89,0.254,0.193309533,53.2,0.253,0.192887931,13,27.1,43.3,92.8,46.6,12.3,33.7,36.4,17.9,23.5,76.4,11,34.8,45.8,26.5,13.6,8.6,5.4,5.4,1.3,8365.6704,-0.01302944,-0.3,101.4,1.2,0.042160222,-5.048292178,5.1
424,Philadelphia 76ers,Philadelphia 76ers2019,2019,82,51,31,0.622,3961,9445,3407,7233,47.1,889,2474,35.9,1742,2258,77.1,892,3025,3917,2207,1223,606,432,336,221,64.8,1.8,27.8,74.1,51.7,14.4,53.2,57.4,102.59,0.312,0.240840592,51.2,0.268,0.205464481,12.3,25.9,41.7,91.5,45.5,10.3,30,34.2,18.8,24.5,76.8,10,33.5,43.5,23.4,12.7,7.7,4.1,5.3,-2.7,8215.2192,0.026901291,2,101.9,2.1,3.537611086,3.865323057,8.2
425,LA Clippers,LA Clippers2019,2019,82,48,34,0.585,3966,9442,3384,7178,47.1,821,2118,38.8,1853,2340,79.2,796,2936,3732,1970,1193,561,385,498,70,58.2,1.65,26.3,72.2,50,14.1,52.9,57.5,102.66,0.326,0.258149902,51.4,0.288,0.224534502,12.7,27.8,41.7,91.3,45.7,10.4,30.2,34.3,20.5,26.3,77.7,11.3,34.5,45.7,24.1,13.2,8.3,6.1,4.7,-0.9,8260.416,0.008474149,1.5,98.5,1.4,3.361540084,5.334554421,4.3
426,Portland Trail Blazers,Portland Trail Blazers2019,2019,82,53,29,0.646,3971,9402,3470,7427,46.7,904,2520,35.9,1558,1914,81.4,967,2968,3935,1887,1135,546,413,420,344,54.4,1.66,30.8,73.9,52.6,13.7,52.8,56.8,99.96,0.258,0.209775145,51.6,0.253,0.194444444,12.3,26.1,41.1,90,45.7,10.7,29.8,35.9,17.5,22.8,77,10.3,32.6,42.8,23.2,12.4,7.4,5.1,5,-4.2,8099.6736,0.042470847,1.2,104.7,1.4,1.53307003,4.306244714,9.8
427,Oklahoma City Thunder,Oklahoma City Thunder2019,2019,82,49,33,0.598,3971,9387,3497,7706,45.4,932,2677,34.8,1461,2049,71.3,1031,2911,3942,1917,1145,766,425,415,279,54.8,1.67,29.8,73.8,50.9,13.4,51.4,54.5,103.38,0.266,0.189592525,52.3,0.271,0.206313416,16,26.2,40.8,88.7,46,11.2,31.6,35.6,18.3,24,76.1,9.9,35.8,45.7,24.9,16.7,8.2,5.1,5.2,-3.4,8372.6976,0.033322594,-0.9,103.6,-2.6,-1.67208907,-0.542427673,5.2
428,Toronto Raptors,Toronto Raptors2019,2019,82,58,24,0.707,3976,9384,3460,7305,47.4,1015,2771,36.6,1449,1803,80.4,786,2920,3706,2085,1150,680,437,368,499,60.3,1.81,26.5,72.6,50.2,13.8,54.3,57.9,100.52,0.247,0.19835729,50.9,0.249,0.190635452,14.7,27.4,40.3,89.7,44.9,10.8,31.2,34.5,17.1,22.3,76.5,10.6,34.2,44.8,24.5,14.9,7.6,4.5,5.3,-6.1,8123.8272,0.061424251,3.4,99.1,-0.9,0.772183802,2.062008599,5.4
429,Sacramento Kings,Sacramento Kings2019,2019,82,39,43,0.476,3946,9363,3541,7637,46.4,927,2455,37.8,1354,1865,72.6,906,2819,3725,2083,1095,679,363,420,-92,58.8,1.9,26.8,71.3,48.7,12.8,52.4,55.4,103.88,0.244,0.177294749,53.3,0.269,0.207505519,15.3,28.7,42.3,90.6,46.6,12,34.6,34.8,18.8,24.4,77,11.2,36.8,48,24.7,15.9,7.5,5.1,4.4,1.1,8300.736,-0.011083355,-0.9,98.1,-2.5,-3.021076952,-1.654553443,0.7
430,Washington Wizards,Washington Wizards2019,2019,82,32,50,0.39,3986,9350,3456,7387,46.8,930,2731,34.1,1508,1963,76.8,794,2679,3473,2154,1154,683,379,378,-238,62.3,1.87,25.2,70.6,47.7,13.6,53.1,56.7,102.24,0.266,0.204142412,54.6,0.255,0.198895028,15.2,29.4,43.4,90.5,48,12.1,32.8,37,18,23.1,77.8,11.4,35.8,47.3,26.2,15.8,7.7,4.6,4.6,2.9,8266.2912,-0.02879163,-1.5,95.8,-1.6,0.524738472,-3.057752539,0.4
431,Houston Rockets,Houston Rockets2019,2019,82,53,29,0.646,3966,9341,3218,7163,44.9,1323,3721,35.6,1582,2001,79.1,836,2613,3449,1741,1094,700,405,369,391,54.1,1.59,26.9,70,48.1,13.5,54.2,58.1,98.39,0.279,0.220857183,52.5,0.274,0.209919262,15.2,30,40.4,86.7,46.6,10.1,29.8,34,18.2,23.7,76.8,11,34.5,45.4,23.5,15,7.4,4.5,4.9,-4.8,7969.3824,0.049062773,1.7,96.9,-1.7,1.093792092,3.691330071,2.7
432,Atlanta Hawks,Atlanta Hawks2019,2019,82,29,53,0.354,3971,9294,3392,7524,45.1,1067,3034,35.2,1443,1918,75.2,955,2825,3780,2118,1397,675,419,448,-494,62.4,1.52,28.4,71.8,49.6,16.2,52.2,55.5,104.56,0.255,0.191786284,54.1,0.313,0.237569061,14.3,28.2,42.8,90.5,47.3,12.4,34.4,35.9,21.5,28.3,75.8,10.6,35.4,46,26.9,15,9.9,5.5,5.1,6,8457.5232,-0.058409535,-1.9,100.2,1.9,-4.578277688,4.273538803,3.6
433,Minnesota Timberwolves,Minnesota Timberwolves2019,2019,82,36,46,0.439,3966,9223,3413,7483,45.6,827,2357,35.1,1570,1995,78.7,923,2750,3673,2018,1074,683,411,455,-123,59.1,1.88,29.2,70.9,49.7,12.9,51.1,55.2,100.88,0.267,0.2098089,53.8,0.247,0.189789123,14.5,29.1,42.1,90.1,46.7,12.7,33.6,37.8,17.1,22.3,76.7,11.2,34.4,45.6,26.2,14.7,6.6,5.5,5,1.5,8171.328,-0.015052633,-2.7,100.1,-1.6,2.001977698,-1.577549795,4.1
434,Boston Celtics,Boston Celtics2019,2019,82,49,33,0.598,3956,9216,3451,7423,46.5,1032,2829,36.5,1282,1598,80.2,804,2849,3653,2155,1052,706,435,317,364,62.4,2.05,25.7,72.8,49.5,12.7,53.4,56.7,100.43,0.215,0.172706453,51.4,0.259,0.197502838,15,27.2,39.5,88.1,44.8,11.5,33.5,34.4,17.4,22.8,76.4,10.4,35.5,45.9,23.7,15.1,6.8,3.9,5.3,-4.4,8039.1552,0.045278389,2,98.5,-2.3,-2.479638477,-2.850140639,3.6
435,Brooklyn Nets,Brooklyn Nets2019,2019,82,42,40,0.512,3996,9204,3301,7358,44.9,1047,2965,35.3,1555,2088,74.5,900,2919,3819,1954,1236,539,339,432,-6,59.2,1.58,28.2,72,50.1,14.6,52,55.6,101.51,0.284,0.211334602,51.2,0.247,0.19027027,13.1,28,42.2,92.5,45.6,10.3,30.3,34.1,17.6,22.8,77,11,35.2,46.2,23.7,13.5,7.8,5.3,4.1,0.1,8268.2112,-0.000725671,0.8,100.2,1.5,2.106433152,0.878243461,3.9
436,Los Angeles Lakers,Los Angeles Lakers2019,2019,82,37,45,0.451,3956,9165,3491,7425,47,847,2541,33.3,1336,1910,69.9,835,2985,3820,2096,1284,618,440,421,-141,60,1.63,27,72.5,50.2,15,52.7,55.4,103.6,0.257,0.17993266,51.6,0.245,0.191810345,13.7,27.5,41.9,92.8,45.2,11.8,34,34.9,17.8,22.7,78.4,11.3,35.6,46.9,25,14.2,8.3,5.1,5.4,1.7,8365.824,-0.016854287,1.1,99.5,1.3,-1.187768489,-2.447066464,3.3
437,Utah Jazz,Utah Jazz2019,2019,82,50,32,0.61,3951,9161,3314,7082,46.8,993,2789,35.6,1540,2092,73.6,820,2981,3801,2133,1240,663,483,376,431,64.4,1.72,27.5,75.9,52.2,14.9,53.8,57.2,100.84,0.295,0.217452697,50.7,0.251,0.188700565,13.7,24.1,40,88.5,45.2,9.8,27.7,35.5,16.7,22.2,75.3,8.9,33.7,42.6,21.6,13.9,8.5,4.6,5.9,-5.3,8085.5808,0.053304767,3.1,103.4,1.2,2.875213201,-5.66708614,9.6
438,San Antonio Spurs,San Antonio Spurs2019,2019,82,48,34,0.585,3961,9156,3468,7248,47.8,812,2071,39.2,1408,1720,81.9,757,2910,3667,2013,992,501,386,332,138,58,2.03,24.6,74.4,50.1,12.2,53.4,57.2,98.89,0.237,0.194260486,52.8,0.225,0.169453735,12.2,25.6,41.5,89.7,46.3,11.7,32.7,35.9,15.2,20.2,75.5,9.2,34.7,43.9,24.7,12.2,7.2,4,4.7,-1.7,7910.208,0.017445812,0.6,99,0,2.480675098,4.258876919,6.2
439,Charlotte Hornets,Charlotte Hornets2019,2019,82,39,43,0.476,3966,9081,3297,7362,44.8,977,2783,35.1,1510,1895,79.7,814,2778,3592,1905,1001,591,405,492,-90,57.8,1.9,26.8,73.1,49.5,12.2,51.4,55.4,99.18,0.257,0.205107308,53.8,0.227,0.178251121,13.5,26.9,41.9,89.2,47,12.1,33.5,36.1,15.9,20.2,78.7,10.1,35.7,45.8,26,13.5,6.9,6,4.9,1.1,8047.488,-0.011183614,-2.4,99.9,-1.3,2.685618672,1.008054207,3.7
440,Denver Nuggets,Denver Nuggets2019,2019,82,54,28,0.659,3946,9075,3439,7384,46.6,903,2571,35.1,1294,1714,75.5,972,2832,3804,2245,1102,634,363,407,324,65.3,2.04,30.8,74.4,52.4,13.6,52.7,55.8,98.49,0.232,0.17524377,52.1,0.257,0.193287037,13.7,25.6,39.6,86.4,45.8,10.8,31.9,33.9,16.7,22.2,75.3,9.7,32.7,42.5,24.6,13.5,7.4,5,4.4,-4,7937.4336,0.040819239,0.6,105.2,-0.1,-1.804326672,4.631051654,9.9
441,Dallas Mavericks,Dallas Mavericks2019,2019,82,33,49,0.402,3956,8927,3182,7122,44.7,1022,3002,34,1541,2076,74.2,832,2884,3716,1918,1167,533,351,368,-105,60.3,1.64,27.3,73.4,50.3,14.2,51.9,55.5,99.6,0.291,0.216371806,52.2,0.246,0.191704036,13,26.6,40.9,89.2,45.9,11.2,32.5,34.4,17.1,22,77.7,10.2,34.6,44.8,24.5,13,7.8,4.5,4.3,1.3,8035.6224,-0.013066816,-0.3,100.7,1.2,2.46677698,-5.903097222,5.5
442,Indiana Pacers,Indiana Pacers2019,2019,82,48,34,0.585,3941,8857,3390,7135,47.5,779,2081,37.4,1298,1727,75.2,762,2766,3528,2128,1122,713,404,425,273,62.8,1.9,26.9,72.2,49.9,13.9,53,56.1,98.64,0.242,0.181920112,51.6,0.243,0.183507549,15.8,27.8,38.7,86.1,45,11.4,32.1,35.4,15.8,21,75.6,10.5,33.1,43.7,24.5,15.7,7.4,5.2,4.9,-3.3,7924.6848,0.03444932,1.4,99.1,-1.9,-0.158743724,-2.901482847,6.2
443,Phoenix Suns,Phoenix Suns2019,2019,82,19,63,0.232,3976,8815,3289,7164,45.9,790,2400,32.9,1447,1858,77.9,748,2563,3311,1957,1279,735,418,411,-766,59.5,1.53,24.7,68.3,46.4,15.3,51.4,55.2,101.15,0.259,0.201982133,54.5,0.313,0.235827664,15.3,31.7,42.5,88.2,48.2,11.1,29.9,37.2,20.8,27.6,75.3,11.8,35.3,47.2,25.9,15.7,9,5,5.1,9.3,8172.0192,-0.093734484,-3.1,93,0,-3.384553151,1.77367882,-0.8
444,Orlando Magic,Orlando Magic2019,2019,82,42,40,0.512,3956,8800,3316,7307,45.4,937,2633,35.6,1231,1575,78.2,822,2902,3724,2095,1082,543,445,362,58,63.2,1.94,25.9,75.4,50.4,13.3,51.8,55,98.65,0.216,0.168468592,51.5,0.239,0.186073059,13.1,24.6,39.9,87.6,45.6,10.5,30.2,34.7,16.3,20.9,77.8,9,35.6,44.6,23.1,13,7,4.4,5.4,-0.7,7929.6,0.007314366,0.3,101.3,0.2,-1.76044676,0.03192457,5.8
445,Detroit Pistons,Detroit Pistons2019,2019,82,41,41,0.5,3971,8778,3185,7238,44,993,2854,34.8,1415,1893,74.7,936,2752,3688,1845,1135,569,331,419,-20,57.9,1.63,29.1,74.5,50.9,14,50.9,54.4,97.88,0.262,0.195495993,52.6,0.279,0.210588235,14.2,25.5,39.9,85,46.9,9.6,27.8,34.5,17.9,23.7,75.5,9.1,34.6,43.7,23.7,14.1,6.9,5.1,4,0.2,7939.1232,-0.00251917,-1.7,103.6,-0.2,-1.509224193,1.915942634,7.2
446,Miami Heat,Miami Heat2019,2019,82,39,43,0.476,3946,8668,3251,7218,45,928,2658,34.9,1238,1782,69.5,921,2879,3800,1991,1208,627,448,389,-19,61.2,1.65,29.1,73.1,50.9,14.9,51.5,54.2,98.74,0.247,0.171515655,51,0.262,0.201612903,14.3,26.9,38.3,86.8,44.1,11.9,33.1,35.8,17.5,22.7,76.9,10.1,34,44.2,23.3,14.1,7.5,4.7,5.5,0.2,7957.5168,-0.00238768,0.5,102.2,0.6,-3.009724792,-2.755281378,6.7
447,Chicago Bulls,Chicago Bulls2019,2019,82,22,60,0.268,3981,8605,3266,7205,45.3,745,2123,35.1,1328,1695,78.3,718,2799,3517,1796,1159,603,351,473,-690,55,1.55,24.2,72.7,48.3,14.1,50.5,54.1,99.3,0.235,0.184316447,54.1,0.247,0.188340807,13.3,27.3,42.2,89.2,47.3,12.1,33,36.5,16.8,22,76.3,10,36.4,46.4,25.5,13.3,7.3,5.8,4.3,8.4,8056.128,-0.085649086,-3.6,96.9,0.8,-0.402436026,1.578861336,1.9
448,New York Knicks,New York Knicks2019,2019,82,17,65,0.207,3956,8575,3134,7241,43.3,823,2421,34,1484,1956,75.9,857,2811,3668,1646,1151,557,422,458,-755,52.5,1.43,26.4,71.7,48.6,14,49,52.9,100.16,0.27,0.204944068,53.3,0.265,0.202898551,13.1,28.3,41.9,89.7,46.7,11.8,32.6,36.3,18.2,23.8,76.6,10.7,36.8,47.5,25.6,13.2,7.4,5.6,5.1,9.2,8059.8144,-0.093674614,-4.3,98.1,0.9,0.204551777,-2.585621413,1.1
449,Cleveland Cavaliers,Cleveland Cavaliers2019,2019,82,19,63,0.232,3951,8567,3189,7184,44.4,847,2388,35.5,1342,1694,79.2,879,2619,3498,1698,1106,534,195,459,-788,53.2,1.54,28.2,73.2,49.6,13.8,50.3,54,97.38,0.236,0.186804009,56.4,0.235,0.181192661,12.8,26.8,43.2,87.2,49.5,12,31.6,38,15.8,20.5,77,9.5,34.6,44.1,25.7,12.5,6.9,5.6,2.4,9.6,7830.1056,-0.100637212,-6.1,101.4,1,0.561134836,1.674382065,5.5
450,Memphis Grizzlies,Memphis Grizzlies2019,2019,82,33,49,0.402,3976,8490,3113,6924,45,811,2368,34.2,1453,1882,77.2,723,2703,3426,1963,1147,684,448,402,-213,63.1,1.71,24.7,72.4,48.4,14.3,50.8,54.8,97.15,0.272,0.209849798,52.1,0.296,0.231414868,15.5,27.6,37.6,83.4,45.1,11.6,32.2,36,19.3,24.7,78.4,9.5,35.2,44.7,23.4,15.2,7.6,4.9,5.5,2.6,7849.0368,-0.027137088,-1.3,97.1,-1.2,-2.15650703,-1.321670185,3.7
451,Dallas Mavericks,Dallas Mavericks2020,2020,75,43,32,0.573,3635,8776,3124,6772,46.1,1136,3095,36.7,1392,1787,77.9,791,2729,3520,1849,953,460,363,311,371,59.2,1.94,27.5,74,50.9,12.6,54.5,58.1,99.89,0.264,0.205552274,52.5,0.23,0.174672489,11.9,26,41.9,91.6,45.8,12.3,34.9,35.1,16,21,76,10.4,35,45.4,23.9,11.9,7,4.1,4.8,-4.9,7411.4688,0.050057554,2,101.5,0.7,3.087978499,,5.5
452,Milwaukee Bucks,Milwaukee Bucks2020,2020,73,56,17,0.767,3519,8663,3160,6638,47.6,1007,2840,35.5,1336,1800,74.2,691,3083,3774,1889,1102,526,429,326,736,59.8,1.71,24.1,77.5,52.4,14.2,55.2,58.3,105.51,0.271,0.201265441,48.9,0.226,0.177659574,13.3,22.5,38.9,94,41.4,14,39.3,35.5,16.7,21.2,78.7,9.5,36.3,45.8,24.2,14.1,7.4,4.5,5.9,-10.1,7527.36,0.097776644,6.3,101.6,0.9,2.360586693,,6.6
453,Portland Trail Blazers,Portland Trail Blazers2020,2020,74,35,39,0.473,3567,8508,3122,6749,46.3,952,2525,37.7,1312,1632,80.4,754,2599,3353,1525,946,465,451,364,-85,48.8,1.61,26.6,71.2,49.2,12.6,53.3,57,101.17,0.242,0.19439917,53,0.27,0.208515284,12.7,28.8,41.8,91.6,45.6,13.6,35.4,38.3,19.1,24.7,77.1,11.5,35.4,46.9,24.9,12.9,6.8,4.9,6.1,1.1,7352.7168,-0.011560353,0.3,97.8,-0.1,-1.41161136,,2.3
454,Houston Rockets,Houston Rockets2020,2020,72,44,28,0.611,3476,8482,2936,6512,45.1,1126,3261,34.5,1484,1876,79.1,704,2484,3188,1557,1057,627,371,354,213,53,1.47,24.9,71.3,48,14,53.7,57.8,104.04,0.288,0.227886978,52.9,0.259,0.196721311,15.4,28.7,42.3,91.5,46.2,12.2,35,34.9,18,23.7,76.1,11.2,36.7,47.9,25.3,16.2,8,4.9,5.2,-3,7382.8224,0.028850755,0.8,96.2,-1.4,3.116566641,,0.1
455,LA Clippers,LA Clippers2020,2020,72,49,23,0.681,3476,8377,2992,6425,46.6,895,2410,37.1,1498,1894,79.1,767,2664,3431,1708,1051,511,338,338,464,57.1,1.63,27.8,73.7,51.5,14.2,53.5,57.7,102.16,0.295,0.233151751,50.6,0.272,0.205099778,13.7,26.3,39.5,90.2,43.8,12.3,35.6,34.5,18.5,24.5,75.6,10.7,34.6,45.3,23.7,14.1,7.5,4.7,4.7,-6.4,7240.6656,0.064082506,2.9,101.5,0.5,2.80519727,,6.2
456,New Orleans Pelicans,New Orleans Pelicans2020,2020,72,30,42,0.417,3486,8341,3065,6598,46.5,982,2656,37,1229,1687,72.9,797,2551,3348,1932,1181,539,358,348,-93,63,1.64,28.7,72.9,50.8,15.6,53.9,56.8,103.89,0.256,0.186268566,53.2,0.268,0.211328976,13.9,27.1,42.7,91.8,46.5,12.2,33.9,36.1,19.4,24.7,78.9,10.1,34.7,44.8,24.5,14.5,8.5,4.8,5,1.3,7415.3088,-0.012541622,0.7,101.6,1.7,-2.50604098,,6
457,Phoenix Suns,Phoenix Suns2020,2020,73,34,39,0.466,3519,8294,3006,6429,46.8,831,2320,35.8,1451,1740,83.4,712,2465,3177,1987,1077,559,290,401,16,66.1,1.84,26.1,73.4,49.8,14.5,53.2,57.6,101.74,0.271,0.225696065,53.9,0.28,0.220823799,15.2,26.6,41.2,87.4,47.2,11.6,32,36.3,19.3,24.5,78.8,9.1,34.2,43.3,23.6,15.6,7.9,5.5,4,-0.2,7257.216,0.002204702,-0.7,99.5,-0.7,0.487226608,,6.5
458,Washington Wizards,Washington Wizards2020,2020,72,25,47,0.347,3471,8238,2990,6544,45.7,864,2345,36.8,1394,1770,78.8,732,2295,3027,1801,1020,574,309,363,-336,60.2,1.77,26.2,71.2,47.8,13.6,52.3,56.2,103.38,0.27,0.21301956,55.8,0.297,0.230769231,15.6,28.8,43.1,88.4,48.8,12.4,33.1,37.6,20.4,26.3,77.8,10.5,35.7,46.2,25.2,16.2,7.5,5,4.3,4.7,7306.368,-0.045987281,-3.5,97.4,-2,-1.774967087,,1.6
459,Memphis Grizzlies,Memphis Grizzlies2020,2020,73,34,39,0.466,3514,8222,3106,6634,46.8,798,2297,34.7,1212,1589,76.3,754,2643,3397,1965,1113,576,398,386,-78,63.3,1.77,27.1,73.3,50.6,14.7,52.8,56.1,103.31,0.24,0.182695207,52.1,0.277,0.217054264,14.3,26.7,40.6,90.3,45,12.9,35.3,36.5,19.6,25,78.2,10.4,34.5,44.9,24.8,14.8,8,5.3,5.5,1.1,7384.4736,-0.010562703,0.7,100.4,0.4,-3.435905705,,5.7
460,Boston Celtics,Boston Celtics2020,2020,72,48,24,0.667,3486,8183,2971,6448,46.1,905,2487,36.4,1336,1668,80.1,768,2549,3317,1655,995,595,406,396,454,55.7,1.66,28.3,73.1,50.9,13.7,53.1,57,99.92,0.259,0.20719603,50.9,0.281,0.215843858,15.1,26.9,38.4,87.1,44.1,11.8,34.8,34,18.8,24.5,76.7,10.3,34,44.3,22.4,15.2,7.1,5.5,5.6,-6.3,7112.5632,0.063830716,2.2,101.4,-1.4,-0.864782786,,6.6
461,Miami Heat,Miami Heat2020,2020,73,44,29,0.603,3549,8179,2880,6160,46.8,979,2584,37.9,1440,1840,78.3,620,2619,3239,1892,1088,547,332,302,215,65.7,1.74,25.7,75.3,51.2,14.9,54.7,58.7,98.7,0.299,0.233766234,52.3,0.272,0.212226067,14,24.7,38.8,86.7,44.8,13.1,37.7,34.7,18.4,23.6,78.3,9.2,33.3,42.5,24.6,14,7.5,4.1,4.5,-2.9,7140.096,0.03011164,2.4,101,0.9,2.154016687,,8.7
462,Denver Nuggets,Denver Nuggets2020,2020,73,46,27,0.63,3549,8124,3069,6488,47.3,801,2234,35.9,1185,1526,77.7,786,2436,3222,1952,1005,586,337,324,154,63.6,1.94,29.4,72.5,50.9,13.9,53.5,56.7,97.64,0.235,0.182644883,53.3,0.26,0.197687861,14.4,27.5,40,86.5,46.3,12.1,33.9,35.8,17.1,22.5,75.9,10.1,32.6,42.6,25.4,14.3,7.2,4.4,4.6,-2.1,7083.3024,0.021741271,0.2,101.9,-0.5,-1.504297841,,8.3
463,Toronto Raptors,Toronto Raptors2020,2020,72,53,19,0.736,3476,8118,2897,6331,45.8,995,2663,37.4,1329,1670,79.6,685,2583,3268,1816,1067,636,358,395,449,62.7,1.7,25.6,72.1,49.6,14.6,53.6,57.4,101.19,0.264,0.209919444,50.2,0.263,0.201585504,16.5,27.9,37.8,88.3,42.8,13.1,38.9,33.7,17.8,23.2,76.9,10.9,35.1,46.1,25.6,16.8,7.2,5.5,5,-6.2,7149.888,0.062798186,3.4,97.7,-1.9,0.833394004,,3.5
464,San Antonio Spurs,San Antonio Spurs2020,2020,71,32,39,0.451,3443,8098,2995,6350,47.2,760,2021,37.6,1348,1664,81,640,2530,3170,1751,895,518,390,308,-79,58.5,1.96,23.3,75.1,49.5,12.3,53.1,57.2,101.14,0.262,0.212283465,54.2,0.249,0.192904656,12.9,24.9,42.3,90.2,46.9,13.1,35.1,37.3,17.4,22.5,77.7,9.4,35.9,45.3,25.7,13.2,6.8,4.3,5.5,1.1,7043.6736,-0.011215738,-1.1,98.4,-0.6,1.937880825,,4.2
465,Philadelphia 76ers,Philadelphia 76ers2020,2020,73,43,30,0.589,3519,8084,3000,6417,46.8,848,2307,36.8,1236,1638,75.5,764,2553,3317,1884,1037,586,389,294,174,62.8,1.82,28.1,75.3,51.6,14.2,53.4,56.6,99.59,0.255,0.192613371,52.3,0.285,0.213953488,13.8,24.7,39.8,86,46.3,10.4,29.4,35.3,18.4,24.5,75.1,8.6,33.2,41.8,22.8,13.8,7,4,5.3,-2.4,7114.2912,0.024457812,1.1,103.4,0.4,-2.134011764,,9.8
